Aleph system no.;Country code;Language code (008);Language code (041);DDC;Personal author;Corporate author;Title;Edition;Imprint;Series;Subjects;Other personal authors;Other corporate authors;DOM ID;Type;Genre;first_pdf
14807910;|||;eng;;;COOPER, Charles Henry.;;Annals of Cambridge. [vol. 5, containing the annals for 1850-1856, additions and corrections for vol. 1-4 and a general index, edited by J. W. Cooper.] [electronic resource];;Cambridge : Warwick & Co., 1842-1908.;;;COOPER, John William, LL.D.;;lsidyv3c1670b0 -- lsidyv3bdb941a -- lsidyv3c167c7d -- lsidyv3bdba8af;opera;Music;lsidyv3c1670b0
14866361;|||;eng;;;BATE, Henry, Rev., afterwards DUDLEY (Sir Henry Bate) Rev., Bart.;;The Travellers in Switzerland. A comic opera, in three acts, etc. [electronic resource];;London : J. Debrett, 1794.;;;;;lsidyv3679a30a;opera;Music;lsidyv3679a30a
14879839;|||;eng;;;HELVIG, Hugo von.;;The Campaign of 1870-71. Operations of the I. Bavarian Army Corps, under General Von der Tann. Compiled from the Bavarian official records, by ... H. H. ... Translated by ... G. S. Schwabe ... With ... maps. [electronic resource];;London, 1874.;;;SCHWABE, George Salis.;;lsidyv32c647c6 -- lsidyv3167ca07;opera;Music;lsidyv32c647c6
14862391;|||;eng;;;STRATTON, Eugene.;;Eugene Stratton. The dandy coloured coon. Song book. [electronic resource];;London : E. Stratton, [1896.].;;;;;lsidyv363c1038;song;Music;lsidyv363c1038
14879787;|||;eng;;;GOURGAUD, Gaspard, Baron.;;"The Campaign of 1815; or, a narrative of the military operations which took place in France and Belgium during the Hundred Days, etc. [electronic resource]";;London, 1818.;;;;;lsidyv37557aa8;opera;Music;lsidyv37557aa8
14756366;|||;eng;;;SMITH, George, of Coalville, Leicester.;;"[Gypsy Children; or, a Stroll in Gypsydom. With songs and stories [and musical notes], etc.] [electronic resource]";New edition.;London : W. Fawcett & Co., [1891.].;;;;;lsidyv3c0f3b42;song;Music;lsidyv3c0f3b42
14817913;|||;eng;;;MACFARLAND, Andrew.;;The Escape, or, Loiterings amid the Scenes of Story and Song. [electronic resource];;Boston, 1851.;;;;;lsidyv3cacbfff;song;Music;lsidyv3cacbfff
14846786;|||;eng;;;ANDERSON, Alexander, of Kirkconnell.;;A Song of Labour, and other poems. [electronic resource];;Dundee : Advertiser Office, 1873.;;;;;lsidyv35c5eb7d;song;Music;lsidyv35c5eb7d
14880023;|||;eng;;;MATTHEWES, George.;;"The Last Military Operations of General Riego; also, the manner in which he was betrayed and treated until imprisoned at Madrid: to which is added, a narrative of the sufferings of the author in prison. [electronic resource]";;London : Simpkin & Co., 1824.;;;RIEGO Y NUÑEZ, Rafael del.;;lsidyv32cbe1e6;opera;Music;lsidyv32cbe1e6
14616603;enk;eng;;;Argyll, John Douglas Sutherland Campbell, Duke of, 1845-1914;;Diarmid. Grand opera in four acts, founded on heroic Celtic legends, and written by the Marquis of Lorne, K.T.. The music composed by Hamish MacCunn. Opus 34. [electronic resource];;"[London ; New York] : Boosey & Co., 295, Regent Street, London, W., and 9, East Seventeenth Street, New York , [1897] (London : Henderson & Spalding, Printers)";;Operas Librettos;MacCunn, Hamish, 1868-1916;;lsidyv3509072e;opera;Music;lsidyv3509072e
15106214;|||;eng;;;POWELL, William H., Colonel. U.S. Army.;;The Fifth Army Corps ... A record of operations during the civil war ... 1861-1865 ... With maps and illustrations. [electronic resource];;New York : G. P. Putnam's Sons, 1896.;;;;;lsidyv3e530ebb;opera;Music;lsidyv3e530ebb
14885083;|||;eng;;;BAKER, Thomas Turner.;;The Recent Operations of the British Forces at Rangoon and Martaban. [With plates.] [electronic resource];;London : Thomas Hatchard, 1852.;;;;;lsidyv2b18756d;opera;Music;lsidyv2b18756d
14826432;|||;eng;;;NOAKE, R. Compton.;;[The Bivouac, or the Martial Lyrist: containing songs, epigrams, and poems, etc.] [electronic resource];Second edition.;London, 1872.;;;;;lsidyv353bf318;song;Music;lsidyv353bf318
15178495;|||;eng;;;;United States. Congress. Joint Committee on the Conduct of the War.;Report of the Congressional Committee on the operations of the Army of the Potomac, etc. [electronic resource];;New York, 1863.;;;;;lsidyv2b09bdbf;opera;Music;lsidyv2b09bdbf
14818709;|||;eng;;;MASSIE, James William.;;Continental India. Travelling sketches and historical recollections, illustrating the antiquity, religion, and manners of the Hindoos, the extent of British Conquests, and the progress of missionary operation. [electronic resource];;London, 1840.;;India Description and travel.;;;lsidyv2c21bfa9 -- lsidyv3c980c32;opera;Music;lsidyv2c21bfa9
14812750;|||;eng;;;HARGROVE, George.;;An account of the Islands of Walcheren and South Beveland ... describing the ... operations of His Majesty's army during the siege of Flushing, etc. [electronic resource];;Dublin, 1812.;;;;;lsidyv3bc3a0a4;opera;Music;lsidyv3bc3a0a4
14862032;|||;eng;;;Marshall, John, 1784?-1837.;;Narrative of the Naval Operations in Ava, during the Burmese War, in ... 1824, 1825 and 1826. (Addenda et corrigenda.-Appendix.). [electronic resource];;London, 1830.;;Burmese War, 1824-1826 Naval operations.;;;lsidyv36783156;opera;Music;lsidyv36783156
14805559;|||;eng;;;BODDY, Evan Marlett.;;"The History of Salt; with observations on its geographical distribution, geological formation, and medicinal and dietetic properties. [electronic resource]";;London : Baillière & Co., 1881.;;;;;lsidyv3ca649bf;opera;Music;lsidyv3ca649bf
14810264;|||;eng;;;EVERITT, William.;;Devonshire Scenery: its inspiration in the prose and song of various authors. Edited by ... W. E. L.P. [electronic resource];;Exeter : W. Pollard, 1884.;;;;;lsidyv3c22b64c;song;Music;lsidyv3c22b64c
14885338;|||;eng;;;;Germany.;"Letters from Germany and Holland, during the years 1813-14; containing a detailed account of the operations of the British army in those countries, and of the attacks upon Antwerp and Bergen-op-Zoom, by the troops under the command of Gen. Sir. T. Graham, K.B. [electronic resource]";;London, 1820.;;;;;lsidyv2b16af00;opera;Music;lsidyv2b16af00
15106276;|||;eng;;;Swinton, William, 1833-1892.;;Campaigns of the Army of the Potomac: a critical history of operations in Virginia, Maryland and Pennsylvania, from the commencement to the close of the war 1861-5. [electronic resource];;New York : Charles B. Richardson, 1866.;;;;;lsidyv38a7607f;opera;Music;lsidyv38a7607f
14805062;|||;eng;;;Belzoni, Giovanni Battista, 1778-1823.;;Narrative of the Operations and Recent Discoveries within the pyramids, temples, tombs, and excavations, in Egypt and Nubia ... Third edition. [electronic resource];;London : John Murray, 1822.;;;;;lsidyv3c5fb303 -- lsidyv3c5fdda5;opera;Music;lsidyv3c5fb303
14804039;|||;eng;;;ANGUS, William, of Selkirk.;;Ettrick and Yarrow: a guide. With songs and ballads. [electronic resource];;Selkirk : J. Lewis, 1894.;;;;;lsidyv3c40a3cf;song;Music;lsidyv3c40a3cf
14880434;|||;eng;;;WARTENSLEBEN-CAROW, Hermann Ludwig Wilhelm Carl Alexander Friedrich von, Count.;;The Campaign of 1870-1871. Operations of the First [German] Army under General von Manteuffel, comprising the period from the capitulation of Metz to the fall of Peronne. Compiled from the official war documents of the head quarters of the First Army ... Translated by Col. C. H. von Wright. With two maps. [electronic resource];;London, 1873.;;;WRIGHT, C. H. von, Lieut.-Colonel in the Prussian Army.;;lsidyv31681931;opera;Music;lsidyv31681931
14880068;|||;eng;;;MUELLER, Wilhelm, Engineer.;;Relation of the operations and battles of the Austrian and French armies in ... 1809. With three plans. [electronic resource];;London, 1810.;;;;;lsidyv37551178;opera;Music;lsidyv37551178
14830400;enk;eng;;;;;The Suffolk Garland: or, a collection of poems, songs, tales, etc. relative to that county. [electronic resource];;J. Raw : Ipswich, 1818.;;;;;lsidyv306332f4;song;Music;lsidyv306332f4
14847629;|||;eng;;;MACQUOID, Gilbert S.;;[Jacobite Songs and Ballads ... Edited, with notes ... by G. S. MacQuoid.] [electronic resource];[Another edition.];London : W. Scott, 1888.;;;;;lsidyv35c434e5;song;Music;lsidyv35c434e5
14830222;|||;eng;;;Stirling, Andrew.;;An Account, geographical, statistical and historical, of Orissa proper, or Cuttack. [With illustrations.] [electronic resource];;[1822];;;;;lsidyv3cba2453;opera;Music;lsidyv3cba2453
14831790;|||;eng;;;WATT, Francis, and CARTER (Andrew);;Picturesque Scotland, its romantic scenes and historical associations, described in lay and legend, song and story ... Illustrated, etc. [electronic resource];;London : J. Sangster and Co., [1887];;;CARTER, Andrew.;;lsidyv2ade33af;song;Music;lsidyv2ade33af
14810115;|||;eng;;;;Great Britain. India Office.;Abstract of the Reports of the Surveys, and of other geographical operations in India, for 1871/72-(1877/78). [electronic resource];;London, 1873-79.;;;;;lsidyv3cc5e024 -- lsidyv3cbfe351;opera;Music;lsidyv3cc5e024
14866635;|||;eng;;;;;"Songs, Duets, Trios, etc. in the Duenna; or, Double Elopement [by R. B. Sheridan.]. Sixth edition. [electronic resource]";;London, 1775.;;;Sheridan, Richard Brinsley, 1751-1816.;;lsidyv3679bec1;song;Music;lsidyv3679bec1
14839548;|||;eng;;;;;"The Poll on the Election of a Representative in Parliament, for the County of Cambridge ... October, 1831; to which is added, a list of the members for the county, from 1660, till the present time. By Charles Henry Cooper. [electronic resource]";;Cambridge : Benjamin Bridges, 1831.;;;COOPER, Charles Henry.;;lsidyv32d04301;opera;Music;lsidyv32d04301
14829559;|||;eng;;;;;An Autumn in Silesia, Austria Proper, and the Ober Enns. By the author of Travels in Bohemia. [electronic resource];;London, 1859.;;;;;lsidyv3bbee69f;opera;Music;lsidyv3bbee69f
15178349;|||;eng;;;ORRIDGE, Benjamin Brogden.;;"Illustrations of Jack Cade's Rebellion, from researches in the Guildhall Records; together with some newly-found letters of Lord Bacon, &c. By B. B. Orridge. To which are added contributions by W. Durrant Cooper, etc. [electronic resource]";;London : J. C. Hotten, 1869.;;;CADE, Jack.;;lsidyv2b0f5c8e;opera;Music;lsidyv2b0f5c8e
14812722;enk;eng;;;Hardy, Thomas, 1840-1928;;The Hand of Ethelberta a comedy in chapters by Thomas Hardy ... with eleven illustrations in two volumes ... [electronic resource];;London : Smith, Elder, & Co. ... , 1876 (Printed by Spottiswoode and Co.);;English fiction;Du Maurier, George, 1834-1896;;lsidyv3b375746 -- lsidyv3b375fa0;comedy;Drama;lsidyv3b375746
14825761;enk;eng;;;Hunt, Violet, 1862-1942.;;Stories and play stories [electronic resource] / by Violet Hunt, the Hon. Mrs. Arthur Henniker, Lady Ridley, Joseph Strange, Arthur Handel Hamer, and others.;;London : Chapman & Hall, 1897.;;;Henniker, Florence, d. 1923. -- Ridley, Alice.;;lsidyv39b7c09f;play;Drama;lsidyv39b7c09f
14823039;|||;eng;;;LASCELLES, Rowley.;;"The University and City of Oxford; displayed in a series of seventy-two views, drawn and engraved by J. and H. S. Storer. Accompanied with a dialogue, after the manner of Castiglione by R. L., etc. [electronic resource]";;London, 1821.;;;STORER, Henry Sargant. -- STORER, James Sargant.;;lsidyv301ddca0;play;Drama;lsidyv301ddca0
14847740;|||;eng;;;N., F.;;The Pleasures of Anarchy, a dramatic poem ... by F[rancis] N[ewnham]. [electronic resource];;London, 1862.;;;;;lsidyv35e87000;play;Drama;lsidyv35e87000
14830118;|||;eng;;;STEPHEN, Leslie, Sir, K.C.B.;;The Playground of Europe. [electronic resource];;London : Longmans, Green & Co., 1871.;;;;;lsidyv3c082d4c;play;Drama;lsidyv3c082d4c
14866329;|||;eng;;;Ayscough, George Edward, d. 1779.;;Semiramis, a tragedy, etc. [In verse.] [electronic resource];;London : J. Dodsley, 1776.;;;;;lsidyv36799899;tragedy;Drama;lsidyv36799899
14832789;enk;eng;;;Nutt, D., Miss.;;Cosmo de' Medici. The false one. Agramont and Beaumont. Three tragedies. And The deformed. A dramatic sketch. By the author of “Ginevra” .. [electronic resource];;London: Kegan Paul, Trench & Co., 1884.;;;;;lsidyv3a9e61ac;play;Drama;lsidyv3a9e61ac
15210840;|||;eng;;;BIGLAND, John.;;An Historical Display of the Effects of Physical and Moral Causes on the Character and Circumstances of Nations, etc. [electronic resource];;"London : Longman & Co. ; Doncaster : W. Sheardown, 1816.";;;;;lsidyv2e9ecbcb;play;Drama;lsidyv2e9ecbcb
15174114;|||;eng;;;WILSON, William Bender.;;A Few Acts and Actors in the Tragedy of the Civil War in the United States. [electronic resource];;Philadelphia : The Author, 1892.;;;;;lsidyv38dac8ee;tragedy;Drama;lsidyv38dac8ee
14767617;|||;eng;;;CUMMINS, Actor.;;Remarks on the Theatre, occasioned by the awful death of Mr. Cummins, which took place at the play-house, in Leeds, on the evening of the 20th of June. [electronic resource];;Leeds : G. Walker, 1817.;;;;;lsidyv3c3d0a9c;play;Drama;lsidyv3c3d0a9c
14816179;enk;eng;;;Howard, Edward, fl. 1669.;;The Womens Conquest [electronic resource]. a tragi-comedy : as it was acted by His Highness the Duke of York's servants / Written by the Honourable E.H.;;London : Printed by J.M. for H. Herringman ..., 1671.;;;;;lsidyv33530951;comedy;Drama;lsidyv33530951
14866984;|||;eng;;;Inchbald, Mrs., 1753-1821;;"The Wedding Day; a comedy in two acts [and in prose]. [electronic resource]";;London, 1794.;;;;;lsidyv3679a1c9;comedy;Drama;lsidyv3679a1c9
14825774;stk;eng;;;Wills, W. G. (William Gorman), 1828-1891.;;Drawing room dramas [electronic resource] / by William Gorman Wills and Mrs. Greene.;;Edinburgh : Blackwood, 1873.;;;Wills, W. G. (William Gorman), 1828-1891. -- Greene, Mrs. (Louisa Lilias), 1833-1891. -- Greene, Mrs. (Louisa Lilias), 1833-1891. -- F. M. S.;;lsidyv3956bcc9;play;Drama;lsidyv3956bcc9
14866568;|||;eng;;;Cumberland, Richard, 1732-1811;;The Battle of Hastings, a tragedy, etc. [electronic resource];;London : Edward & Charles Dilly, 1778.;;;;;lsidyv36799f50;tragedy;Drama;lsidyv36799f50
14814415;|||;eng;;;James, Isaac.;;Providence Displayed: or, the remarkable adventures of Alexander Selkirk, who lived four years and four months by himself, on the island of Juan Fernandez ... To which is added a supplement, containing the history of P. Serrano, E. How, and others left in similar situations. [electronic resource];;Bristol, 1800.;;;;;lsidyv38f7eb71;play;Drama;lsidyv38f7eb71
14847788;|||;eng;;;OXBERRY, William.;;The New English Drama, with prefatory remarks, biographical sketches, and notes ... with ... stage directions. ... Edited by W. O. [electronic resource];;London, 1818-25.;;;;;lsidyv35e7ca6a -- lsidyv35e7df50 -- lsidyv35e79844 -- lsidyv35e7abbb -- lsidyv35e7a1b9 -- lsidyv35e7e90a -- lsidyv35e791c3 -- lsidyv35e83d21 -- lsidyv35e80e30 -- lsidyv35e7f213 -- lsidyv35e85a73 -- lsidyv35cf64e8 -- lsidyv35e85080 -- lsidyv35e7d0eb -- lsidyv35e7fb49 -- lsidyv35e81865 -- lsidyv35e846db -- lsidyv35e82eec -- lsidyv35e8211a -- lsidyv35e804a6;play;Drama;lsidyv35e7ca6a
14809475;enk;eng;;;Dryden, John, 1631-1700.;;[The Duke of Guise. A tragedy. Acted by their Majesties Servants. Written by Mr. Dryden, and Mr. Lee.] [electronic resource];[Another edition.];"R. Bentley; J. Tonson; printed by R. E. : London, 1687.";;;;;lsidyv3a5841af;tragedy;Drama;lsidyv3a5841af
14866954;|||;eng;;;HOOLE, John.;;"Cleonice, Princess of Bithynia; a tragedy [in five acts and in verse]. [electronic resource]";;London, 1775.;;;;;lsidyv3679944f;tragedy;Drama;lsidyv3679944f
14809554;|||;eng;;;Dumas, Alexandre, 1824-1895.;;"[The Story of Denise; or, Love and Retribution. [Cuttings from the New York “Sunday Mercury” containing the novel by H. Ll. Williams founded on the play by Dumas. Together with cuttings from French newspapers relating to the production of the play.]] [electronic resource]";[Another edition.];London : John & Robert Maxwell, [1885.].;;;WILLIAMS, Henry Llewellyn.;;lsidyv3ccdf287;play;Drama;lsidyv3ccdf287
14872274;|||;eng;;;MACGLASHAN, Charles Fayette.;;History of the Donner Party. A tragedy of the Sierra ... Fourth edition, illustrated. [electronic resource];;San Francisco : A. L. Bancroft & Co., 1881.;;;DONNER, George.;;lsidyv3705bef7;tragedy;Drama;lsidyv3705bef7
14827638;enk;eng;;;Hingston, Edward P. (Edward Peron), ca. 1823-1876;;"Helen Porter: or, A Wife's tragedy and a sister's trials. A romance. By the author of Mildred Winnerley,"" ""The Hangman's daughter,"" &c. &c. [i.e. E. P. Hingston]. [electronic resource]""";;London : Published by E. Lloyd ... , [1852].;;English fiction;;;lsidyv39f39ed1;tragedy;Drama;lsidyv39f39ed1
14847809;|||;eng;;;;;"Parnassus in a Fog; or, The Rejected Laureate in a Comedy of Errors, by One of the Rejected. [In verse.] [electronic resource]";;London : Bellairs & Co., 1895.;;;;;lsidyv35f4c475;comedy;Drama;lsidyv35f4c475
14616758;enk;eng;;;Jones, Sidney, 1861-1946.;;"The geisha : a story of a tea house : a Japanese musical play / words by Owen Hall ; music by Sidney Jones ; lyrics by Harry Greenbank. [electronic resource]";;London : Ascherberg, Hopwood & Crew, [1897.];;;Hall, Owen, 1853-1907. -- Greenbank, Harry.;;lsidyv350982f7;play;Drama;lsidyv350982f7
14816174;enk;eng;;;Dryden, John, 1631-1700.;;The Duke of Guise [electronic resource]. A tragedy. Acted by their Majesties Servants. Written by Mr. Dryden, and Mr. Lee.;;"London, R. Bentley; J. Tonson; printed by T. H. : 1683.";;;;;lsidyv32d129b5;tragedy;Drama;lsidyv32d129b5
14817409;|||;eng;;;;Royal School of Mines (Great Britain);Industrial Instruction on the Continent. Being the introductory lecture of the Session 1852-1853. By Lyon Playfair. [electronic resource];;London, 1852.;;;Playfair, Lyon Playfair, Baron, 1818-1898.;;lsidyv3ca6c267;play;Drama;lsidyv3ca6c267
14847176;|||;eng;;;;;Cosmos. [A play in three acts, and in verse.] By Drogheda. L.P. Few MS. notes. [electronic resource];;Nashville, Tenn. : Cumberland Presbyterian Publishing House, [1885.].;;;;;lsidyv35e8633d;play;Drama;lsidyv35e8633d
14809951;|||;eng;;;ELLMS, Charles.;;"The Tragedy of the Seas; or sorrow on the ocean, lake and river, from shipwreck, plague, fire and famine. [electronic resource]";;New York, 1841.;;;;;lsidyv3cb7f1da;tragedy;Drama;lsidyv3cb7f1da
14815302;|||;eng;;;KNOX, Alexander A.;;"[The New Playground; or, wanderings in Algeria.] [electronic resource]";Second edition.;London : Kegan Paul & Co., 1883, [1882].;;;;;lsidyv3c5e20bc;play;Drama;lsidyv3c5e20bc
14827497;|||;eng;;;PLAYFAIR, Hugh Lyon, Sir.;;Memoirs of Sir H. L. Playfair, etc. [electronic resource];;St. Andrews, 1861.;;;;;lsidyv2ae5cc1a;play;Drama;lsidyv2ae5cc1a
14867743;|||;eng;;;TENNANT, William, Professor of Oriental Languages at St. Andrews.;;"Cardinal Beaton; a drama, in five acts. [electronic resource]";;Edinburgh, 1823.;;;;;lsidyv3679ba44;play;Drama;lsidyv3679ba44
14861152;|||;eng;;;WILLIAMS, C. H.;;"Sesostris; or, the Priest and the King. A tragedy in five acts [and in verse]. [electronic resource]";;London, 1853.;;;;;lsidyv36277543;tragedy;Drama;lsidyv36277543
14847626;|||;eng;;;MACKENZIE, James Bovell.;;Thayendanegea: an historico-military drama. [electronic resource];;Toronto : W. Briggs, 1898.;;;;;lsidyv35e89344;play;Drama;lsidyv35e89344
14847031;|||;eng;;;;William and Robert Chambers.;Chambers's Recitation Book for infant schools and classes. [electronic resource];;London & Edinburgh : W. & R. Chambers, 1897.;;;;;lsidyv35c57866;recitation;Drama;lsidyv35c57866
14812176;|||;eng;;;GREENWOOD, George, Colonel.;;"Rain and Rivers; or Hutton and Playfair against Lyell and all comers. [electronic resource]";;London, 1857.;;;HUTTON, James, F.R.S.E. -- Lyell, Charles, Sir, 1797-1875. -- PLAYFAIR, John, Mathematician.;;lsidyv3ccaf27b;play;Drama;lsidyv3ccaf27b
14871772;|||;eng;;;Garrick, David, 1717-1779.;;"Isabella: or, the Fatal Marriage; a play ... alter'd from Southern. [electronic resource]";;London, 1757.;;;SOUTHERN, Thomas.;;lsidyv36d00c2a;play;Drama;lsidyv36d00c2a
14814965;|||;eng;;;KENNEDY, Benjamin E.;;My Old Playground revisited, a tour in Italy in the spring of 1881. [electronic resource];;London : Hurst and Blackett, 1882.;;;;;lsidyv3c096e27;play;Drama;lsidyv3c096e27
14825757;enk;eng;;;Ravenscroft, Edward, 1654?-1707.;;The anatomist: or, The sham doctor [electronic resource]. Written by Mr. Ravenscroft. With The loves of Mars and Venus. A play set to music. Written by Mr. Motteux. As they are acted together at the New Theatre, in Little Lincolns-Inn-Fields..;;London, : Printed, and are to be sold by R. Baldwin, near the Oxford Arms in Warwick lane., 1697.;;;Motteux, Peter Anthony, 1660-1718.;;lsidyv3352b8bd;play;Drama;lsidyv3352b8bd
14847907;|||;eng;;;Reade, Charles, 1814-1884.;;Peregrine Pickle: a biographical play, etc. [By C. Reade.] [electronic resource];;printed by Henry Slatter : Oxford, 1851.;;;Smollett, T. (Tobias), 1721-1771.;;lsidyv35e86124;play;Drama;lsidyv35e86124
14848000;|||;eng;;;Scheffel, Joseph Viktor von, 1826-1886;;The Monk of St. Gall. A dramatic adaptation [in five acts and in verse] of Scheffel's “Ekkehard.” By R. S. Ross. [electronic resource];;London, 1879.;;;ROSS, Rebecca Sophia.;;lsidyv35e8d555;play;Drama;lsidyv35e8d555
14817155;|||;eng;;;;;Lincolnshire in 1835, with the rivers Humber, Trent and Witham, displayed in a series of views, ... accompanied by an explanatory ... description [by M. Saunders]. [electronic resource];;Lincoln, 1835.;;;SAUNDERS, Mary, of Lincoln.;;lsidyv393d8d14;play;Drama;lsidyv393d8d14
14866494;|||;eng;;;CALCRAFT, John William, pseud. [i.e. John William Cole.];;The Bride of Lammermoor. A drama in five acts. [Based on the novel by Sir Walter Scott.] [electronic resource];;"Edinburgh; Simpkin & Marshall London : John Anderson, jun., 1823.";;;Scott, Walter, Sir, 1771-1832;;lsidyv3679ac52;play;Drama;lsidyv3679ac52
14832788;enk;eng;;;Nutt, D., Miss.;;Anne Boleyn. A tragedy in five acts. By the author of “Palace and prison”, “Ginevra”, etc. [electronic resource];;London : C. Kegan Paul & Co., 1881.;;Anne Boleyn, Queen, consort of Henry VIII, King of England, 1507-1536.;;;lsidyv3b77c51b;tragedy;Drama;lsidyv3b77c51b
14809448;|||;eng;;;DRUERY, John Henry.;;[Twenty-four views displaying the beauties of Yarmouth and its environs, extending from Caister Castle to Lowestoft light-house ... by J. Lambert ... With a concise description ... and an historical notice of Yarmouth by J. H. D.] [electronic resource];[Another edition.] Graphic illustrations of Great Yarmouth and its environs, ... [24 plates] engraved ... by J. Lambert ... With a descriptive index by J. H. D.;Yarmouth, 1822.;;;LAMBERT, Joseph, Artist.;;lsidyv3c0f3758;play;Drama;lsidyv3c0f3758
14819113;|||;eng;;;Middlemass, Jean.;;Innocence at play. A novel. [electronic resource];;London : Tinsley Brothers, [1880.].;;;;;lsidyv38df8e7f -- lsidyv3b8aab46 -- lsidyv3b8ab17f;play;Drama;lsidyv38df8e7f
14847014;|||;eng;;;CARTWRIGHT, Fairfax Leighton, Right Hon. Sir, G.C.V.O.;;The Emperor's Wish. A play in five acts. [In verse.] [electronic resource];;London : Field & Tuer, [1884.].;;;;;lsidyv35e8ce1c;play;Drama;lsidyv35e8ce1c
14816173;enk;eng;;;Duffett, Thomas.;;Psyche debauch'd, a comedy [electronic resource] , as it was acted at the Theatre-Royal. By T. D. [i.e. Thomas Duffett.];;London : John Smith, 1678.;;;;;lsidyv33531202;comedy;Drama;lsidyv33531202
15105882;|||;eng;;;BICKERSTAFFE, Isaac.;;['Tis Well it's no Worse: a comedy, etc. [Adapted by Bickerstaffe from Calderón's “El Escondído y la Tapada”.]] [electronic resource];The third edition.;London : W. Griffin, 1770.;;;;;lsidyv38824687;comedy;Drama;lsidyv38824687
14816185;enk;eng;;;Martin, Theodore, Sir, 1816-1909.;;Madonna Pia [electronic resource] : a tragedy : and three other dramas / written and translated by Sir Theodore Martin.;;"Edinburgh ; London : W. Blackwood and Sons, 1894. -- Edinburgh : W. Blackwood & Sons, 1894.";;;Hertz, Henrik, 1798-1870. English. -- Schiller, Friedrich, 1759-1805. English. -- Halm, Friedrich, 1806-1871. English.;;lsidyv34ed4448;tragedy;Drama;lsidyv34ed4448
14847097;|||;eng;;;COUSINS, Edward.;;Jacques Artevelte ... [A play.] Edited by E. Ratcliffe Cousins. [electronic resource];;[London] : Warren Hall & Lovitt, 1886.;;;COUSINS, Edward Ratcliffe.;;lsidyv35e8b519;play;Drama;lsidyv35e8b519
14866360;|||;eng;;;BARTHOLOMEW, John, Dramatist.;;"The Fall of the French Monarchy; or, Louis XVI. An historical tragedy, in five acts. [In verse.] [electronic resource]";;London : For the Author, 1794.;;;;;lsidyv3679ae3b;tragedy;Drama;lsidyv3679ae3b
14803531;enk;eng;;;;;"English historical plays [electronic resource] / by Shakespeare, Marlowe, Peele, Heywood, Fletcher and Ford ; arranged for acting, as well as for reading by Thomas Donovan.";;London : Macmillan and Co., 1896.;;English drama -- English drama;Shakespeare, William, 1564-1616. -- Fletcher, John, 1579-1625. -- Ford, John, 1586-ca. 1640. -- Heywood, John, 1497? - 1580. -- Donovan, Thomas, 1843-1929.;;lsidyv349777c4 -- lsidyv34978736;play;Drama;lsidyv349777c4
14847064;|||;eng;;;CLARKE, Joseph Ignatius Constantine.;;Robert Emmet. A tragedy of Irish history. [A play. With a portrait.] [electronic resource];;New York & London : G. P. Putnam's Sons, 1888.;;;;;lsidyv35e8db2b;tragedy;Drama;lsidyv35e8db2b
14847287;|||;eng;;;FYNE, Neal, pseud.;;In the Middle Watch: a tale of the sea. (For recitation or reading, etc.). [electronic resource];;London : Smith & Botwright, [1891.].;;;;;lsidyv35f49d21;recitation;Drama;lsidyv35f49d21
14825754;enk;eng;;;Peacock, Thomas Love, 1785-1866.;;Dramatic criticisms and translations, & other essays.;;"London : Constable & Co. ; New York : Gabriel Wells, 1926.";"The works of Thomas Love Peacock ; v. 10 -- The Halliford edition of the works of Thomas Love Peacock";;;;lsidyv3945df21;play;Drama;lsidyv3945df21
14828734;|||;eng;;;RUSSELL, William Clark.;;The Tragedy of Ida Noble, etc. [A novel.] [electronic resource];;London : Hutchinson & Co., 1893.;;;;;lsidyv35449e98;tragedy;Drama;lsidyv35449e98
14822851;enk;eng;$aeng$hcor;;;;The ancient Cornish drama [electronic resource] / edited and translated by Mr. Edwin Norris, etc.;;Oxford : at the University Press, 1859.;;Cornish drama. -- Cornish language Grammar.;Norris, Edwin, 1795-1872.;;lsidyv3a9a11dd -- lsidyv3a9a04d3;play;Drama;lsidyv3a9a11dd
14812177;|||;eng;;;GREENWOOD, George, Colonel.;;"[Rain and Rivers; or Hutton and Playfair against Lyell and all comers.] [electronic resource]";Second edition.;London, 1866.;;;HUTTON, James, F.R.S.E. -- Lyell, Charles, Sir, 1797-1875. -- PLAYFAIR, John, Mathematician.;;lsidyv3be05548;play;Drama;lsidyv3be05548
14847243;|||;eng;;;FITZGIBBON, Henry Macaulay.;;"Famous Elizabethan Plays, expurgated and adapted for modern readers by H. M. F. [“The Shoemaker's Holiday.” By T. Dekker. “The Knight of the Burning Pestle.” By F. Beaumont and J. Fletcher. “Epicœne; or the Silent Woman.” By Ben Jonson. “A new Way to pay Old Debts.” By P. Massinger. “Perkin Warbeck.” By J. Ford. “The Two Noble Kinsmen.” By J. Fletcher and W. Shakspere.] [electronic resource]";;London : W. H. Allen & Co., 1890 [1889.].;;;;;lsidyv35e8a790;play;Drama;lsidyv35e8a790
14819220;|||;eng;;;MILN, Louise Jordan.;;When we were Strolling Players in the East, etc. [electronic resource];;London : Osgood & McIlvaine, 1894.;;;;;lsidyv391683a6;play;Drama;lsidyv391683a6
14873179;|||;eng;;;Wycherley, William, 1640-1716.;;The Country Girl, a comedy [in five acts and in prose], altered from Wycherley [by David Garrick]. [electronic resource];;London, 1766.;;;;;lsidyv36d016bd;comedy;Drama;lsidyv36d016bd
