Aleph system no.;Country code;Language code (008);Language code (041);DDC;Personal author;Corporate author;Title;Edition;Imprint;Series;Subjects;Other personal authors;Other corporate authors;DOM ID;Type;Genre;first_pdf
14846913;|||;eng;;;;;[A New Description of Blenheim ... [By W. F. Mavor.] A new and improved edition. Embellished with an elegant plan, etc.] [electronic resource];Eighth edition, improved and enlarged, etc. [With plates.] L.P.;Oxford : J. Munday, 1810.;;;;;lsidyv35dcd0b9;elegy;Poetry;lsidyv35dcd0b9
14847714;|||;eng;;;;;Moonshine. [Short poems, epigrams, etc.] [electronic resource];;London, 1814.;;;;;lsidyv35c667f0 -- lsidyv35c65ab7;poet;Poetry;lsidyv35c667f0
15742946;|||;eng;;;MACGEOGHEGAN, James.;;[History of Ireland, ancient and modern. Translated ... by P. O'Kelly.] [electronic resource];[Another edition.];Dublin, 1844.;;;;;lsidyv38a2b060;ode;Poetry;lsidyv38a2b060
14829858;|||;eng;;;Somerville, Annesley Ashburton, 1858-1942.;;[Outlines of Geography for the use of lower and middle forms of schools and of candidates for the Army Preliminary Examinations ... With numerous maps.] [electronic resource];Third edition, revised.;London : Rivington, Percival & Co., 1895.;;;Thomson, Remington Walter White.;;lsidyv3ce92f5f;lines;Poetry;lsidyv3ce92f5f
14867376;|||;eng;;;Paley, William, 1743-1805;;Rhymes for all the authors quoted by Paley in the first viii chapters [of the “Evidences of Christianity”] with the 11 allegations of the 9th. [electronic resource];;Cambridge : J. Palmer, 1872.;;;;;lsidyv36b28cc4;rhyme;Poetry;lsidyv36b28cc4
14750972;|||;eng;;;WILKINS, William, M.A., Professor of Architecture at the Royal Academy.;;A Letter to Lord Viscount Goderich on the patronage of the Arts by the English Government. [electronic resource];;London : R. Rodwell, 1832.;;;;;lsidyv2aefeb38;ode;Poetry;lsidyv2aefeb38
14829837;|||;eng;;;SNOW, Robert, of St. John's College, Cambridge.;;Memorials of a Tour on the Continent. To which are added miscellaneous poems. [electronic resource];;London, 1845.;;;;;lsidyv314bba16;poet;Poetry;lsidyv314bba16
14847814;|||;eng;;;PATERSON, John David.;;"Odes to the Rágas; and other poems. [electronic resource]";;Calcutta, 1818.;;;;;lsidyv35c611d6;ode;Poetry;lsidyv35c611d6
14805843;|||;eng;;;BRAMSEN, John.;;"Letters of a Prussian Traveller; descriptive of a tour through Sweden, Prussia, Austria, Hungary, Istria, the Ionian Islands, Egypt, Syria, Cyprus, Rhodes, the Morea, Greece, Calabria, Italy, the Tyrol, the Banks of the Rhine, Hanover, Holstein, Denmark, Westphalia, and Holland. Interspersed with anecdotes of distinguished characters and illustrations of political occurrences. [electronic resource]";;London : Henry Colburn, 1818.;;;;;lsidyv3cbc195b;ode;Poetry;lsidyv3cbc195b
14885744;|||;eng;;;Taylor, W. C. (William Cooke), 1800-1849.;;The Student's Manual of Modern History, etc. [electronic resource];;London : J. W. Parker, 1838.;;;;;lsidyv37790850;ode;Poetry;lsidyv37790850
14841631;|||;eng;;;WINSTANLEY, William, of the 4th Hussars.;;A Visit to Abyssinia. An account of travel in Modern Ethiopia. [electronic resource];;London : Hurst & Blackett, 1881.;;;;;lsidyv355be4ff -- lsidyv355bdd3a;ode;Poetry;lsidyv355be4ff
14885198;|||;eng;;;CORNER, Julia.;;The History of Greece: from the earliest period to the Roman conquest. With a sketch of its modern history to the present time. Adapted for schools and the youth of both sexes ... New edition, twenty-ninth thousand, enlarged and improved, etc. [electronic resource];;London : Dean & Son, [1885];;;;;lsidyv376dd388;ode;Poetry;lsidyv376dd388
14871636;|||;eng;;;;;Edwin and Emma [a poem, by D. Mallet]. (Extract of a letter from the curate of Bowes in Yorkshire, on the subject of the poem by David Black.). [electronic resource];;Birmingham : J. Baskerville, 1760.;;;MALLET, David.;;lsidyv3706a877;poet;Poetry;lsidyv3706a877
14768350;|||;eng;;;;West Riding (YORK, County of);Address to the Friends of Justice and Humanity in the West Riding of York, from the meeting of Delegates of the Short Time Committees, established to promote the legislative adoption of the Ten Hour Factory Bill, etc. [electronic resource];;Bradford : Atkinson, [1833];;;;;lsidyv3c3d324a;elegy;Poetry;lsidyv3c3d324a
14767843;|||;eng;;;JEFFREYS, George, Poet.;;Father Francis and Sister Constance, a Poem, from a Story in the Spectator. And Chess: a Poem, translated into English from Vida. [electronic resource];;London, 1736.;;;;;lsidyv3c34e3f3;poet;Poetry;lsidyv3c34e3f3
14891769;|||;eng;;;TYTLER, Alexander Fraser, Lord Woodhouselee.;;[Elements of General History, ancient and modern ... The fifth edition, corrected and improved.] [electronic resource];Ninth edition, corrected, with considerable additions, by E. Nares.;London, 1825.;;;NARES, Edward.;;lsidyv379faff1 -- lsidyv379f2cc8;ode;Poetry;lsidyv379faff1
14829470;|||;eng;;;Sherring, M. A. (Matthew Atmore), 1826-1880.;;The Sacred City of the Hindus: an account of Benares in ancient and modern times ... With an introduction by F. Hall. [electronic resource];;London, 1868.;;;HALL, Fitz-Edward.;;lsidyv38fed9fb;ode;Poetry;lsidyv38fed9fb
14784783;|||;eng;;;LUCANGEL, Carlo.;;Description of a model of the Roman Colosseum in its original state ..., executed by C. Lucangeli, and ... completed by P. Dalbono. [electronic resource];;London, 1816.;;;DALBONO, Paolo.;;lsidyv3c513c74;ode;Poetry;lsidyv3c513c74
14817976;|||;eng;;;MACKAY, Charles.;;[The Scenery and Poetry of the English Lakes. A summer ramble. With illustrations.] [electronic resource];Second edition.;London, 1852.;;;;;lsidyv32c4bac5;poet;Poetry;lsidyv32c4bac5
14768358;|||;eng;;;Laffan, De Courcy, Mrs., d. 1912.;;The Cruise of “The Tomahawk”: the story of a summer's holiday in prose and rhyme. By Mrs. R. S. de C. Laffan ... assisted by “Stroke” and “Bow.”. [electronic resource];;London : Eden, Remington & Co., 1892.;;;;;lsidyv3c4a946a;rhyme;Poetry;lsidyv3c4a946a
14756293;|||;eng;;;;;A Peep into Normandy and Brittany, August and September, 1897, with incidents, impressions, and historical outlines. By the author [or rather, translator] of “The Tutor's Dilemma,” etc. [Charles Barton.] [electronic resource];;Brighton : King, Thorne & Stace, 1898.;;;BARTON, Charles, of Brighton.;;lsidyv3bfdbefb;lines;Poetry;lsidyv3bfdbefb
14861361;|||;eng;;;BROWNE, Wilfrid.;;The Fisher of Le Brunn. A story in verse. [electronic resource];;London : H. R. Allenson, [1896.].;;;;;lsidyv363bf95d;verse;Poetry;lsidyv363bf95d
14804179;|||;eng;;;Arnold, Edwin, Sir, 1832-1904.;;East and West. Being papers reprinted from the “Daily Telegraph” and other sources ... With ... illustrations by R. T. Pritchett. [electronic resource];;London : Longmans & Co., 1896.;;;PRITCHETT, Robert Taylor, K.C.I.E.;;lsidyv39175c26;elegy;Poetry;lsidyv39175c26
14846955;|||;eng;;;Browning, Robert, 1812-1889.;;Lyrical and Dramatic Poems selected from the works of Robert Browning. With an extract from Stedman's “Victorian Poets.” Edited by E. T. Mason. [electronic resource];;New York : H. Holt & Co., 1883.;;;MASON, Edward T.;;lsidyv35c47699;poet;Poetry;lsidyv35c47699
14818785;|||;eng;;;MATHEWS, Joseph, Publisher, of Bristol.;;"[The Bristol Guide; being a complete ancient and modern history of the city of Bristol ... Fifth edition, revised, etc.] [electronic resource]";Sixth edition revised ... by J. M.;Bristol, 1825.;;;;;lsidyv2adfa6b2;ode;Poetry;lsidyv2adfa6b2
14839259;|||;eng;;;APPLETON, Daniel, AND CO.;;Appletons' Illustrated Hand-Book of American Cities ... With outlines of through routes, and railway maps. [electronic resource];;New York : D. Appleton & Co., 1876.;;;;;lsidyv358b8bbd;lines;Poetry;lsidyv358b8bbd
14814801;|||;eng;;;K., H. M. M.;;A Modern Pilgrimage. [A tour in Palestine.] By H. M. M. K[nipe]. [electronic resource];;London : Printed for private circulation, [1871];;;KNIPE, H. M. M.;;lsidyv3938efd9;ode;Poetry;lsidyv3938efd9
14774088;|||;eng;;;HAMLIN, Augustus Choate.;;The History of Mount Mica of Maine, U.S.A., and its wonderful deposits of matchless Tourmalines. [With plates.] [electronic resource];;Bangor, Ma. : A. C. Hamlin, 1895.;;;;;lsidyv3bc37e36 -- lsidyv30a681ab;lines;Poetry;lsidyv3bc37e36
14847127;|||;eng;;;Darwin, Erasmus, 1731-1802.;;"[The Temple of Nature; or, the Origin of society: a poem, with philosophical notes. [With plates, including a portrait.]] [electronic resource]";[Another edition.];New-York : T. & J. Swords, 1804.;;;;;lsidyv35c632cb;poet;Poetry;lsidyv35c632cb
14847717;|||;eng;;;Moore, Thomas, 1779-1852.;;[The Poetical Works of Thomas Moore. With life, etc.] [electronic resource];[Another edition.];London : Routledge & Sons, [1881.].;;;;;lsidyv35c39459;poet;Poetry;lsidyv35c39459
14822855;enk;eng;;;Rowe, Elizabeth Singer, 1674-1737.;;The miscellaneous works in prose and verse of Mrs. Elizabeth Rowe. The Greater Part now first published, by her Order, from her Original Manuscripts, By Mr. Theophilus Rowe. To which are added, Poems on several occasions, by Mr. Thomas Rowe. And to the whole is prefix'd, An Account of the Lives and Writings of the Authors. In two volumes. ...;;London, 1739.;;;Rowe, Theophilus. -- Rowe, Thomas, 1687-1715.;;lsidyv3350dd7a -- lsidyv2eb10138;verse;Poetry;lsidyv3350dd7a
14847103;|||;eng;;;;;Creation: a poem. By the author of “Primum mobile,” &c. [electronic resource];;Liverpool : James Smith, 1822.;;;;;lsidyv35e170a6;poet;Poetry;lsidyv35e170a6
14872814;|||;eng;;;;;"The Bays Miscellany, or Colley [Cibber] triumphant: containing I. The Petty Sessions of Poets. II. The Battle of the Poets, or the Contention for the Laurel; as it is now acting at the new Theatre in the Hay-Market. III. The Battle of the Poets. An heroic poem in two canto's ... Written by Scriblerus Quartus. [electronic resource]";;London : A. Moore, [1730.].;;;COOKE, Thomas, of Braintree, Essex.;;lsidyv36cf8af5;poet;Poetry;lsidyv36cf8af5
14847048;|||;eng;;;;;The Child's Book of Poetry. A selection of poems, ballads and hymns. [electronic resource];;R.T.S. London, 1886.;;;;;lsidyv35c51628;poet;Poetry;lsidyv35c51628
14807718;|||;eng;;;Collins, Wilkie, 1824-1889;;The Haunted Hotel. A mystery of modern Venice. To which is added, My Lady's Money ... With six illustrations by Arthur Hopkins. [electronic resource];;London : Chatto & Windus, 1879 [1878].;;;Hopkins, Arthur, 1848-1930.;;lsidyv3538afae -- lsidyv3538b6e3;ode;Poetry;lsidyv3538afae
14880138;|||;eng;;;PELHAM, Henry Francis.;;Outlines of Roman History ... With maps. [electronic resource];;London : Percival & Co., 1893.;;;;;lsidyv3758fb56;lines;Poetry;lsidyv3758fb56
14774139;|||;eng;;;Malloch, D. E.;;Siam : some general remarks on its productions, and particularly on its imports and exports, and the mode of transacting business with the people / by D.E. Malloch. [electronic resource];;[Calcutta : s.n.], 1852 (Calcutta : Printed by J. Thomas at the Baptist Mission Press);;Thailand Social life and customs. -- Thailand Commerce.;;;lsidyv391aedf9;ode;Poetry;lsidyv391aedf9
14848290;|||;eng;;;WOODBURN, R. H.;;The Palace of Health. A poem. [electronic resource];;Paisley : A. Gardner, 1891.;;;;;lsidyv35f4afed;poet;Poetry;lsidyv35f4afed
14827101;|||;eng;;;Payn, James, 1830-1898.;;"[A Modern Dick Whittington; or, a Patron of Letters. [A novel.]] [electronic resource]";[Another edition.];London : Cassell & Co., 1893.;;;;;lsidyv38e84a91;ode;Poetry;lsidyv38e84a91
14846904;|||;eng;;;BLACKIE, John Stuart.;;The Selected Poems of J. S. Blackie. Edited with an appreciation by Archibald Stodart Walker. With a portrait. [electronic resource];;London : John Macqueen, 1896.;;;WALKER, Archibald Stodart.;;lsidyv35c42ccc;poet;Poetry;lsidyv35c42ccc
14847808;|||;eng;;;PARKER, T., Poetical Writer.;;Revolution. A poetical ... exposure and forecast of things moral, social, and political, etc. [electronic resource];;Woking : W. Moore, 1891.;;;;;lsidyv35f4ae43;poet;Poetry;lsidyv35f4ae43
14848096;|||;eng;;;Sullivan, Jeremiah.;;Cumberland and Westmoreland, ancient and modern: the people, dialect, superstitions, and customs. [electronic resource];;London, Kendal [printed], 1857.;;;;;lsidyv35ddc61c;ode;Poetry;lsidyv35ddc61c
15115538;|||;eng;;;ANGELL, Israel.;;Diary of Colonel Israel Angell, commanding the Second Rhode Island Continental Regiment during the American Revolution, 1778-1781. Transcribed from the original manuscript, together with a biographical sketch of the author and illustrative notes by Edward Field ... Illustrated. [electronic resource];;Providence : Preston & Rounds Co., 1899.;;;FIELD, Edward, of Providence RI.;;lsidyv38c600b6;ode;Poetry;lsidyv38c600b6
14823470;|||;eng;;;;;Antiquarian and Topographical Cabinet, containing a series of elegant views of the most interesting objects of curiosity in Great Britain. Accompanied with letterpress descriptions. vol. 3, 9. [electronic resource];;London, 1808, 11.;;Periodical publications.- London;;;lsidyv307b91ec;elegy;Poetry;lsidyv307b91ec
14840875;|||;eng;;;;;The history, incorporation, rules and regulations of Oakwood Cemetery ... together with the dedication of odes and addresses, etc. [electronic resource];;Syracuse [N.Y.], 1860.;;;;;lsidyv357f3f14;ode;Poetry;lsidyv357f3f14
15111151;|||;eng;;;FITTIS, Robert Scott.;;Curious Episodes in Scottish History. [electronic resource];;Paisley : A. Gardner, 1895.;;;;;lsidyv38b6ae2c;ode;Poetry;lsidyv38b6ae2c
14831335;|||;eng;;;VAN RENSSELAER, Jeremiah.;;Lectures on Geology: being outlines of the science, delivered in the New York Athenaeum, in ... 1825. [electronic resource];;New York, 1825.;;;;;lsidyv3cb7b2cd;lines;Poetry;lsidyv3cb7b2cd
14847223;|||;eng;;;;;Exotica. [Poems. By W. E. A. Axon.] [electronic resource];;1876.;;;Axon, William E. A. (William Edward Armytage), 1846-1913.;;lsidyv35f49406;poet;Poetry;lsidyv35f49406
14829884;|||;eng;;;SOUTHALL, James C.;;The Recent Origin of Man, as illustrated by geology and the modern science of prehistoric archaeology. [electronic resource];;Philadelphia, 1875.;;;;;lsidyv3b9933ae;ode;Poetry;lsidyv3b9933ae
14847571;|||;eng;;;Lewis, M. G. (Matthew Gregory), 1775-1818.;;Alonzo the Brave and the Fair Imogene. Choral Ballad. Words by M. G. Lewis from “The Monk,” etc. [electronic resource];;London : Chappell & Co., [1894.].;;;Lewis, M. G. (Matthew Gregory), 1775-1818.;;lsidyv35f4b596;ballad;Poetry;lsidyv35f4b596
14891453;|||;eng;;;LUCAS, Samuel, M.A., Barrister-at-Law.;;The causes and consequences of National Revolutions among the ancients and the moderns compared. A prize essay, etc. [electronic resource];;London, 1845.;;;;;lsidyv379f7b28;ode;Poetry;lsidyv379f7b28
14871993;|||;eng;;;HOTCHKIN, Samuel Fitch.;;Ancient and Modern Germantown, Mount Airy, and Chestnut Hill. [electronic resource];;Philadelphia : P. W. Ziegler & Co., 1889.;;;;;lsidyv370066ef;ode;Poetry;lsidyv370066ef
14847414;|||;eng;;;HOLLINGSWORTH, Alfred Johnstone.;;[The Poetical Works of the late A. J. Hollingsworth with the life of the author. vol. 1.] [electronic resource];Second edition. Edited by G. Sexton. vol. 1.;London, 1858.;;;Sexton, George.;;lsidyv35c4bb17;poet;Poetry;lsidyv35c4bb17
14871744;|||;eng;;;FREEMAN, John, of Goderich, Lake Huron, Upper Canada.;;Emigration. Copy of a letter, from Mr. J. F. presiding at Goderich, Lake Huron, Upper Canada ... containing useful information respecting that country. [electronic resource];;Framlingham, [1833];;;;;lsidyv37143804;ode;Poetry;lsidyv37143804
14827397;|||;eng;;;PIGGOT, John, F.S.A.;;Persia-ancient and modern. [electronic resource];;London, 1874.;;Iran.;;;lsidyv39383c2b;ode;Poetry;lsidyv39383c2b
14805202;|||;eng;;;BEVAN, William Latham.;;The Student's Manual of Modern Geography. Mathematical, physical, and descriptive. [electronic resource];;London : John Murray, 1869, [1868].;;;;;lsidyv3ce932a9;ode;Poetry;lsidyv3ce932a9
14872648;|||;eng;;;;;The Rake: or, the Libertine's religion. A poem. [By Richard Ames.] [electronic resource];;London : For R. Taylor, 1693.;;;AMES, Richard, Student of Lincoln's Inn.;;lsidyv3706ae29;poet;Poetry;lsidyv3706ae29
14840746;|||;eng;;;MERRY, Robert, Poet.;;The Pains of Memory. A poem. [electronic resource];;London, 1796.;;;;;lsidyv32d7db87;poet;Poetry;lsidyv32d7db87
14847742;|||;eng;;;Napoleon I, Emperor of the French, 1769-1821.;;Ode to Napoleon Buonaparte. [By Lord Byron.] [electronic resource];;London : J. Murray, 1814.;;;Byron, George Gordon Byron, Baron, 1788-1824;;lsidyv35c6b76c;ode;Poetry;lsidyv35c6b76c
14807738;|||;eng;;;COLLYER, Robert, and TURNER (Joseph Horsfall);;Ilkley, Ancient and Modern ... Eighty illustrations. [electronic resource];;Otley : W. Walker & Sons, 1885.;;;TURNER, Joseph Horsfall.;;lsidyv3c31f4f8;ode;Poetry;lsidyv3c31f4f8
14848295;|||;eng;;;WRANGHAM, Francis.;;Poems. [MS. note by the author.] [electronic resource];;[Privately printed, 1820?];;;;;lsidyv35c6792c;poet;Poetry;lsidyv35c6792c
14848092;|||;eng;;;STYLES, Robert.;;Poems. [electronic resource];;London : G. Mann, 1835.;;;;;lsidyv35e17af3;poet;Poetry;lsidyv35e17af3
14847619;|||;eng;;;MACCARTHY, Denis Florence.;;Poems. [electronic resource];;Dublin : M. H. Gill & Son, 1882.;;;;;lsidyv35e195df;poet;Poetry;lsidyv35e195df
14823838;|||;eng;;;Roscoe, William, 1753-1831;;The Life and Pontificate of Leo the Tenth. (Dissertation on the character of Lucrezia Borgia.-F. Arsilli de Poetis Urbanis ad P. Jovium libellus.). [electronic resource];;Liverpool : J. M. Creery, 1805.;;;;;lsidyv3bb961aa -- lsidyv3cb2786e -- lsidyv3ca2defc -- lsidyv3ca2d2ff;poet;Poetry;lsidyv3bb961aa
14847464;|||;eng;;;JAMES, Charles Wilfred.;;Leisure Hour Lyrics. [electronic resource];;Oxford : B. H. Blackwell, 1897.;;;;;lsidyv35f491c3;lyric;Poetry;lsidyv35f491c3
14827639;|||;eng;;;PORTER, Henry C.;;The History of Hove, ancient and modern. [electronic resource];;Hove : E. Clifton, 1897.;;;;;lsidyv3c227ed5;ode;Poetry;lsidyv3c227ed5
14846953;|||;eng;;;BROWN, Mary, of Littleborough.;;Lines on the Trip promoted by Members of the Littleborough and Smallbrige Reform Clubs ... 1888, to Chester and Hawarden, the residence of the Right Hon. W. E. Gladstone, M.P. [electronic resource];;Littleborough : Wm. Brown, [1888.].;;;Gladstone, W. E. (William Ewart), 1809-1898;;lsidyv35f494e7;lines;Poetry;lsidyv35f494e7
15115733;|||;eng;;;LUPTON, Joseph Hirst.;;The Mount of Olives: a poem which obtained the Seatonian prize in the University of Cambridge, 1897. [electronic resource];;Cambridge : Deighton, Bell & Co., 1898.;;;;;lsidyv38ba8c3a;poet;Poetry;lsidyv38ba8c3a
14860441;|||;eng;;;GILCHRIST, Robert, Poetical Writer.;;Poems. [electronic resource];;Newcastle, 1826.;;;;;lsidyv36274a55;poet;Poetry;lsidyv36274a55
14831634;|||;eng;;;Walters, John Cuming.;;In Tennyson Land. Being a brief account of the home and early surroundings of the Poet Laureate ... With twelve plates. [electronic resource];;London : G. Redway, 1890.;;;Tennyson, Alfred Tennyson, Baron, 1809-1892.;;lsidyv3c12056e;poet;Poetry;lsidyv3c12056e
14872323;|||;eng;;;;;Message from the Governor of Maryland [Philip Francis Thomas] transmitting the reports of the Joint Commissioners, and of Lt. Col. Graham, U. S. Engineers, in relation to the intersection of the boundary lines of the States of Maryland, Pennsylvania, and Delaware. [electronic resource];;Washington, 1850.;;;EYRE, Joshua P. -- GRAHAM, James Duncan. -- KEY, Henry G. S.;;lsidyv36cd7b60;lines;Poetry;lsidyv36cd7b60
14860096;|||;eng;;;BELFOUR, John, M.R.S.L.;;Odes in honour of His Royal Highness the Prince Regent. With other poems. [electronic resource];;London : William Wilson, 1812.;;;;;lsidyv36275b90;ode;Poetry;lsidyv36275b90
14839413;|||;eng;;;;;[A New Description of Blenheim ... [By W. F. Mavor.] A new and improved edition. Embellished with an elegant plan, etc.] [electronic resource];Eleventh edition, improved. Embellished with ... new views, etc. (To which are added, an Itinerary, an Account of the Roman villa near Northleigh, etc.).;Oxford : H. Slatter, [1820?];;;;;lsidyv309bdd6e;elegy;Poetry;lsidyv309bdd6e
14847904;|||;eng;;;RATHMELL, Michael.;;Spring Blossoms and Autumn Leaves. A collection of poems. [electronic resource];;Leeds : F. R. Spark, 1886.;;;;;lsidyv35c5e77b;poet;Poetry;lsidyv35c5e77b
14867556;|||;eng;;;SALMON, Arthur Leslie.;;Vespers. [A poem.] [electronic resource];;London : Castell Brothers, 1887.;;;;;lsidyv3689cfcb;poet;Poetry;lsidyv3689cfcb
14832198;|||;eng;;;Monier-Williams, Monier, Sir, 1819-1899.;;Modern India and the Indians, being a series of impressions, notes and essays. [electronic resource];;London, Oxford [printed], 1878.;;India.;;;lsidyv392c9aa8;ode;Poetry;lsidyv392c9aa8
14830606;|||;eng;;;Taylor, Bayard.;;Cyclopædia of Modern Travel ... comprising narratives of the most distinguished travelers since the beginning of this century: prepared and arranged by Bayard Taylor. [electronic resource];;Cincinnati, [1856];;;;;lsidyv3e6ab510;ode;Poetry;lsidyv3e6ab510
14871156;|||;eng;;;BAGG, J. N.;;Account of the Centennial Celebration of the Town of West Springfield, Mass. ... with the historical address of Thomas E. Vermilye ... the poem of Mrs. Ellen P. Champion, etc. [With plates, including portraits.] [electronic resource];;Springfield, Mass. : C. W. Bryan & Co., 1874.;;;VERMILYE, Thomas Edward.;;lsidyv37038703;poet;Poetry;lsidyv37038703
15246251;|||;eng;;;BUTLER, John Wesley.;;Sketches of Mexico in prehistoric, primitive, colonial and modern times. Lectures at the Ohio Wesleyan University on the Merrick Foundation ... Fifth series. [electronic resource];;New York : Hunt & Eaton, 1894.;;;;;lsidyv2e9fd959;ode;Poetry;lsidyv2e9fd959
14866724;|||;eng;;;FREEMAN, Gage Earle.;;Jericho. The Seatonian Prize Poem for 1888. [electronic resource];;Cambridge : Deighton, Bell & Co., 1889.;;;;;lsidyv36b2961d;poet;Poetry;lsidyv36b2961d
15178396;|||;eng;;;POTTER, Elisha Reynolds.;;An Address delivered before the Rhode-Island Historical Society, etc. [electronic resource];;Providence [R.I.], 1851.;;;;;lsidyv2b093a33;ode;Poetry;lsidyv2b093a33
14847118;|||;eng;;;DALE, Thomas, Dean of Rochester.;;"[The widow of the city of Naïn; and other poems ... Second edition.] [electronic resource]";Eighth edition.;London : J. M. Richardson, 1825.;;;;;lsidyv35c62a4b;poet;Poetry;lsidyv35c62a4b
14860668;|||;eng;;;;Exhibition of Paintings, Curiosities, etc., 1839 (LEEDS);Catalogue of the Exhibition of Paintings, Curiosities, Models, Apparatus, ... for the Benefit of the Mechanics' Institution, etc. (Fourth thousand.). [electronic resource];;Leeds : E. Baines & Sons, 1839.;;;;;lsidyv35fe9135;ode;Poetry;lsidyv35fe9135
14861353;|||;eng;;;BOWES, William.;;Our Little Nell. [In verse.] [electronic resource];;[1895.];;;;;lsidyv363bedb7;verse;Poetry;lsidyv363bedb7
14880070;|||;eng;;;MUNDY, Godfrey Charles.;;Our Antipodes: or, Residence and Rambles in the Australasian Colonies, with a glimpse of the Gold-Fields. [electronic resource];;London, 1852.;;;;;lsidyv3041f86d -- lsidyv3042028a -- lsidyv3071ab70;ode;Poetry;lsidyv3041f86d
14811462;|||;eng;;;GASKIN, James J.;;[Varieties of Irish History from ancient and modern sources, etc.] [electronic resource];[Another edition.];Dublin, 1869.;;;;;lsidyv2b66a93e;ode;Poetry;lsidyv2b66a93e
14812318;|||;eng;;;GRODEKOV, Nikolai Ivanovich.;;Colonel Grodekoff's Ride from Samarcand to Herat ... [Translated] by C. Marvin. [electronic resource];;London : W. H. Allen & Co., 1880 (Warrington & Crewe [printed]);;;MARVIN, Charles.;;lsidyv392cacc2;ode;Poetry;lsidyv392cacc2
14806530;|||;eng;;;BUTTERWORTH, Hezekiah.;;Zigzag Journeys in the Antipodes ... Fully illustrated. [electronic resource];;Boston : Estes & Lauriat, [1889];;;;;lsidyv38fd6ef7;ode;Poetry;lsidyv38fd6ef7
14828571;|||;eng;;;ROSET, Hipponax.;;"Jewelry and the Precious Stones: with a history, and description from models, of the largest individual diamonds known; including particularly a consideration of the Koh-i-Noor's claim to notoriety. [electronic resource]";;Philadelphia, 1856.;;;;;lsidyv3cdb2123;ode;Poetry;lsidyv3cdb2123
14846813;|||;eng;;;ATKINSON, James, of the East India Company's Bengal Medical Service.;;"Rodolpho; a poetical romance. [electronic resource]";;Edinburgh : J. Denovan, 1801.;;;;;lsidyv35e1465b;poet;Poetry;lsidyv35e1465b
14768304;|||;eng;;;WILSON, Harrison Corbett.;;"Guy's-Cliff, or, the Cavern of despair; and The Dun-Cow of Dunsmoor Heath (a burlesque imitation of the tales in Macpherson's Ossian), also, The Butcher outwitted by the Lawyer! A Shocking Bad Match! and An Excellent Match! [The last three pieces in verse.] [electronic resource]";;Leamington : Edward Foden, 1847.;;;;;lsidyv3c2ea117;verse;Poetry;lsidyv3c2ea117
14848277;|||;eng;;;WINSCOMBE, John Cave.;;“Resurgam” and Lyrics. [electronic resource];;London : “Home Words” Publishing Office, [1898.].;;;;;lsidyv35f4928c;lyric;Poetry;lsidyv35f4928c
14872571;|||;eng;;;Pelham, Henry, 1695?-1754;;Verses on the subject of Death, sacred to the memories of several great personages, ... with a particular regard to the Right Hon. H. Pelham and Sir W. Lee. [electronic resource];;London, 1754.;;;LEE, William, Sir, Lord Chief Justice of the Court of King's Bench.;;lsidyv37069eba;verse;Poetry;lsidyv37069eba
14831804;|||;eng;;;WAUTHIER, J. M.;;"The Geographical Institutions; or, a set of classical and analytical tables; forming a complete course of gradual lessons in ancient and modern geography. (A short treatise on the sphere; or, the earth considered as a planet, etc.). [electronic resource]";;London, 1816, 15.;;;;;lsidyv3bc784b1;ode;Poetry;lsidyv3bc784b1
14768323;|||;eng;;;;;[A Sketch of Worthing and its environs: to which is added a selection of ludicrous poetical effusions, etc. [By J. Mackcoull.]] [electronic resource];[Another edition.];Worthing, London [printed], 1813.;;;MACKCOULL, John.;;lsidyv3c1d2ab1;poet;Poetry;lsidyv3c1d2ab1
14872393;|||;eng;;;MONKSHOOD, G. F., pseud. [i.e. William James Clarke.];;Nightshades. [Poems.] [electronic resource];;Paris : Privately printed, 1899.;;;;;lsidyv37212e0a;poet;Poetry;lsidyv37212e0a
14807852;|||;eng;;;Conybeare, William Daniel, 1787-1857.;;Outlines of the Geology of England and Wales, with an introductory compendium of the general principles of that science, and comparative views of the structure of foreign countries. Illustrated by a coloured map and sections ... Part I. [electronic resource];;London : William Phillips, 1822.;;;PHILLIPS, William, F.L.S., etc.;;lsidyv3c5b3e41;lines;Poetry;lsidyv3c5b3e41
15115792;|||;eng;;;;Rhode Island Historical Society (PROVIDENCE, Rhode Island). Hall (Edward Brooks);A Discourse delivered before the Rhode-Island Historical Society ... on the life and times of J. Howland. (Appendix.). [electronic resource];;Providence, 1855.;;;HALL, Edward Brooks.;;lsidyv38c6df0f;ode;Poetry;lsidyv38c6df0f
14796246;|||;eng;;;DRAKE, Charles Frederick Tyrwhitt.;;Modern Jerusalem. By the late C. F. T. D. With a memoir. [electronic resource];;London, 1875.;;;;;lsidyv3c721491;ode;Poetry;lsidyv3c721491
14815809;|||;eng;;;LEMAISTRE, J. G.;;[A Rough Sketch of Modern Paris, etc. [By J. G. L.]] [electronic resource];Second edition.;London : J. Johnson, 1803.;;;;;lsidyv3c02c10f;ode;Poetry;lsidyv3c02c10f
14817433;|||;eng;;;;London.;[Modern London: the World's Metropolis. An epitome of results, Business Men and Commercial Interests, Wealth and Growth, etc.] [electronic resource];[Another edition.];London : Historical Publishing Co., [1890];;;;;lsidyv3c15c6a4;ode;Poetry;lsidyv3c15c6a4
